L1;D set_k_time 1293179372
L12025; D345 mod_julian_day=78268
L12026; D345 month_name=march
L12027;D164 added 0 years 2275-12-19
L12028;D164 += -2 2275-12-17
L12029; D164>D264 TRUE
L12030;D124 -= 5 2172-05-09
L12031;D124 ++ 2172-05-10
L12032;D231 added 0 years 2095-12-05
L12033;D231=D232 2365-01-09
L12034;D140 ++ 1941-06-11
L12035;D140 -- 1941-06-10
L12036; D140 week_day=2
L12037; D140 month_name=june
L12038;D65 ++ 2164-11-29
L12039; D65 mod_julian_day=111777
L12040;D307 -= -1 2247-07-27
L12041;D307 added 0 years 2248-07-27
L12042; D307 month=7
L12043; D341 mod_julian_day=143035
L12044; D341 month_name=june
L12045; D45 mod_julian_day=80092
L12046; D45 days_this_month=28
L12047; D45<D416 FALSE
L12048;D282 added 10 years 2157-08-04
L12049;D282 -- 2157-08-03
L12050; D282>=D180 FALSE
L12051; D282 week_day_name=wednesday
L12052;D398 added 6 months 1968-04-29
L12053;D398 -= 9 1968-04-20
L12054; D398 week_day_name=saturday
L12055; D398 week_day=6
L12056;D388 added 8 months 2243-12-05
L12057;D388 added 0 years 2244-12-05
L12058; D388 printed 2244-12-05
L12059; D388 mod_julian_day=141002
L12060; D388>D88 FALSE
L12061; D388 week_day_name=thursday
L12062;D322 added -9 years 2387-11-14
L12063; D322<D284 FALSE
L12064; D322 week_day=6
L12065;D17 ++ 2318-05-22
L12066; D17 year=2318
L12067; D17 != D65 TRUE
L12068; D17 mod_julian_day=167832
L12069; D17 week_day_name=wednesday
L12070; D392 year=2335
L12071; D392>=D365 TRUE
L12072;D49 added 0 months 2038-07-19
L12073; D49 days_this_month=31
L12074;D515 ++ 2348-03-29
L12075;D515 -- 2348-03-28
L12076; D515 mod_julian_day=178735
L12077; D515 week_day_name=sunday
L12078; D515<D362 FALSE
L12079;D472 added 5 months 2168-10-03
L12080; D472 month=10
L12081; D472 year=2168
L12082; D472 printed 2168-10-03
L12083; D472 week_day=1
L12084;D399 added -4 years 2153-04-05
L12085; D399 day=5
L12086; D399 printed 2153-04-05
L12087; D399 month=4
L12088; D399 != D379 TRUE
L12089;D563 -= 0 2193-12-06
L12090;D563=D519 2054-10-05
L12091; D563 mod_julian_day=71545
L12092;D174 -- 1930-02-11
L12093;D570 added 0 months 1952-06-08
L12094;D570 added -1 months 1952-05-08
L12095; D570-D280 = -33540
L12096;D129=D517 2088-05-23
L12097;D129 added 0 years 2089-05-23
L12098; D426<=D562 TRUE
L12099; D426>D50 FALSE
L12100;D365 += -4 2251-07-01
L12101;D365 ++ 2251-07-02
L12102; D365<=D178 TRUE
L12103; D365 week_day=3
L12104; D365-D200 = -14998
L12105; D365 == D270 FALSE
L12106;D244 -= -1 2128-08-01
L12107; D244 == D189 FALSE
L12108;D560 -- 2082-02-19
L12109;D560 -= -6 2082-02-25
L12110; D560 days_this_month=28
L12111; D560 week_day_name=wednesday
L12112;D185 ++ 2251-07-05
L12113; D185 month=7
L12114;D212=D167 2166-08-16
L12115;D212 added 0 months 2166-09-16
L12116; D212 mod_julian_day=112433
L12117; D17<D584 FALSE
L12118;D65 += -4 2164-11-25
L12119;D65 added 0 months 2164-12-25
L12120; D65 != D103 TRUE
L12121; D65 mod_julian_day=111803
L12122; D65 day=25
L12123; D65 == D162 FALSE
L12124; D213 week_day_name=saturday
L12125; D63<=D120 FALSE
L12126; D63 != D496 TRUE
L12127; D63 printed 2160-11-01
L12128; D116 == D323 FALSE
L12129; D116 day=1
L12130;D561 added -7 years 2197-11-20
L12131;D561 -= 7 2197-11-13
L12132;D298 added 0 months 2083-02-28
L12133;D298=D520 2369-02-18
L12134; D298 month_name=february
L12135; D298<D74 FALSE
L12136; D298 year=2369
L12137; D298 month=2
L12138; D249 == D277 FALSE
L12139; D249 year=2397
L12140; D309 month_name=april
L12141; D309>=D331 TRUE
L12142; D236>D519 TRUE
L12143;D195 -= -6 1956-06-11
L12144; D195 year=1956
L12145;D276 ++ 2104-05-11
L12146;D276 added 0 years 2105-05-11
L12147; D276 year=2105
L12148; D276 day=11
L12149; D276 week_day=1
L12150; D276>=D590 FALSE
L12151;D133 += 9 2328-03-09
L12152; D133<=D457 FALSE
L12153; D252 week_day_name=tuesday
L12154; D252 == D241 FALSE
L12155; D252<=D89 TRUE
L12156; D252 week_day=2
L12157;D425 added 7 years 1991-04-01
L12158;D425 ++ 1991-04-02
L12159; D425<=D47 TRUE
L12160; D425<D464 TRUE
L12161; D425>D465 FALSE
L12162;D186 ++ 2138-03-26
L12163; D186 day=26
L12164;D119 += 5 2385-04-03
L12165;D131 added -7 years 2225-10-13
L12166;D330 added 0 years 2046-12-09
L12167; D330 days_this_month=31
L12168; D330 day=9
L12169; D330<=D10 FALSE
L12170;D50 ++ 2152-03-01
L12171; D50-D119 = -85134
L12172; D50 day=1
L12173; D50<=D217 FALSE
L12174;D594=D185 2251-07-05
L12175; D594<D158 FALSE
L12176; D594 month_name=july
L12177; D239 mod_julian_day=14596
L12178; D239>D146 FALSE
L12179; D515 month=3
L12180; D515 == D424 FALSE
L12181; D515<D214 FALSE
L12182; D515>=D498 TRUE
L12183; D598 week_day_name=sunday
L12184; D598 day=15
L12185; D598 mod_julian_day=37769
L12186; D598 days_this_month=30
L12187;D31 += -9 2028-02-20
L12188; D31 mod_julian_day=61821
L12189;D406=D386 2244-05-03
L12190;D406 -= 2 2244-05-01
L12191; D406 year=2244
L12192;D411 added 0 years 1922-10-02
L12193;D411 -- 1922-10-01
L12194;D349 added -9 years 2376-05-12
L12195;D349 -- 2376-05-11
L12196; D349 week_day_name=tuesday
L12197; D349 week_day=2
L12198; D349>=D57 TRUE
L12199; D349 day=11
L12200; D395 week_day_name=thursday
L12201;D377=D490 1992-02-10
L12202; D377 printed 1992-02-10
L12203; D377>D335 FALSE
L12204; D377 days_this_month=29
L12205; D377<=D276 TRUE
L12206;D479 added 5 months 2244-03-28
L12207;D479 added 0 months 2244-04-28
L12208; D479<D478 FALSE
L12209; D479 day=28
L12210;D589 added 0 months 2279-03-04
L12211; D589 day=4
L12212; D589 week_day=2
L12213; D589-D421 = 113972
L12214; D32 month_name=march
L12215; D32 year=2033
L12216;D456 -- 2104-02-28
L12217;D456 added -9 months 2103-05-28
L12218; D456 printed 2103-05-28
L12219; D213 printed 1952-09-27
L12220; D213 week_day=6
L12221;D529 added 1 years 1945-04-11
L12222; D529 year=1945
L12223; D529>=D454 FALSE
L12224;D469 added -1 months 2155-09-30
L12225; D469<D559 TRUE
L12226; D469 == D335 FALSE
L12227; D469 day=30
L12228;D113 -- 2366-02-27
L12229; D570 days_this_month=31
L12230; D570 week_day=4
L12231; D570 month=5
L12232; D570 mod_julian_day=34140
L12233;D100 added -10 years 2352-11-01
L12234; D100-D117 = -11561
L12235; D100<=D563 FALSE
L12236; D100 month_name=november
L12237;D279 += -6 1949-09-04
L12238; D279 month=9
L12239; D279 != D249 TRUE
L12240; D279<D57 TRUE
L12241;D381 ++ 2043-05-03
L12242;D37 ++ 2052-02-27
L12243;D37 added -2 months 2051-12-27
L12244; D37 month_name=december
L12245; D37 days_this_month=31
L12246; D37 week_day_name=wednesday
L12247;D457=D561 2197-11-13
L12248;D457 += 6 2197-11-19
L12249; D457 week_day=7
L12250; D457 year=2197
L12251; D457 == D416 FALSE
L12252;D577 added 0 years 2079-06-19
L12253; D577 day=19
L12254; D577 != D558 TRUE
L12255; D577<D287 FALSE
L12256;D6 -= 9 2060-03-21
L12257; D436<D519 TRUE
L12258; D436 days_this_month=30
L12259; D436 month_name=april
L12260; D436>=D173 FALSE
L12261;D485 added 0 months 2263-12-15
L12262;D485 added -2 months 2263-10-15
L12263; D485 month=10
L12264; D485 day=15
L12265; D485<=D286 TRUE
L12266; D485 year=2263
L12267; D145 != D329 TRUE
L12268; D145 week_day=1
L12269; D145 days_this_month=30
L12270; D145 printed 2172-11-02
L12271;D186 += 4 2138-03-30
L12272;D186 added -7 years 2131-03-30
L12273; D186 != D462 TRUE
L12274; D186 week_day=5
L12275; D186 day=30
L12276;D456 added 0 months 2103-06-28
L12277; D456 month=6
L12278; D456 == D208 FALSE
L12279; D456 mod_julian_day=89342
L12280; D456 week_day_name=thursday
L12281;D261 -- 2082-09-16
L12282;D261 added 0 months 2082-10-16
L12283; D261 mod_julian_day=81783
L12284; D253 month=5
L12285; D253 day=4
L12286;D79 ++ 2229-05-11
L12287;D79 added -2 months 2229-03-11
L12288; D79 week_day=3
L12289;D506 -= 7 2313-02-22
L12290; D225 == D218 FALSE
L12291; D225 week_day_name=wednesday
L12292; D225 != D68 TRUE
L12293;D131 added 10 years 2235-10-13
L12294; D131 day=13
L12295; D131 year=2235
L12296; D132 week_day=6
L12297; D132 month=2
L12298; D279-D116 = -64798
L12299; D279 == D227 FALSE
L12300; D279 != D10 TRUE
L12301; D279>D386 FALSE
L12302;D27 added 0 months 2203-04-24
L12303;D27 added 0 years 2204-04-24
L12304; D27 days_this_month=30
L12305; D27 != D155 TRUE
L12306; D27>D554 TRUE
L12307; D27 month=4
L12308;D596 added 0 years 2043-01-15
L12309;D596 -= -4 2043-01-19
L12310; D596 day=19
L12311;D360 -= 5 1952-09-22
L12312;D360 += 6 1952-09-28
L12313; D360 printed 1952-09-28
L12314; D383>=D310 TRUE
L12315; D383 days_this_month=30
L12316; D383 printed 2131-09-22
L12317; D383 mod_julian_day=99655
L12318;D511 -= -7 2332-03-07
L12319;D511=D85 2252-08-01
L12320; D511>=D483 TRUE
L12321; D511 month_name=august
L12322; D511 week_day=7
L12323; D511 day=1
L12324;D284 added 2 months 2068-08-03
L12325;D284 added 0 months 2068-09-03
L12326;D554 added 0 months 1995-05-18
L12327; D554 == D346 FALSE
L12328; D554-D350 = 14226
L12329; D554 day=18
L12330; D74>=D379 FALSE
L12331; D74>D90 TRUE
L12332;D358 -= -10 2328-03-09
L12333; D358 month=3
L12334; D358 year=2328
L12335; D20 week_day=4
L12336; D20>D196 FALSE
L12337; D20<D238 TRUE
L12338; D20 days_this_month=28
L12339;D182 ++ 2091-06-02
L12340;D182 added 0 months 2091-07-02
L12341; D182 == D385 FALSE
L12342; D182 year=2091
L12343; D218>=D80 FALSE
L12344; D218 week_day=2
L12345; D218<=D377 FALSE
L12346;D502 added 0 years 2293-03-24
L12347; D502 printed 2293-03-24
L12348; D502 week_day=5
L12349; D502 day=24
L12350; D261 != D321 TRUE
L12351; D261 day=16
L12352; D261>D310 TRUE
L12353; D546>D202 TRUE
L12354; D546 == D531 FALSE
L12355; D546 days_this_month=31
L12356; D546-D361 = 81679
L12357;D452=D20 2110-02-27
L12358;D82 -= 1 2116-04-05
L12359;D553 ++ 2263-11-21
L12360; D553<D439 FALSE
L12361; D553>D455 TRUE
L12362; D553 month=11
L12363;D479 added 0 months 2244-05-28
L12364;D479 -= 1 2244-05-27
L12365; D479 year=2244
L12366;D329 added 0 months 2353-01-22
L12367;D329 -= -9 2353-01-31
L12368; D329 day=31
L12369;D350 added -5 months 1956-01-05
L12370;D350 ++ 1956-01-06
L12371; D350 year=1956
L12372; D350 days_this_month=31
L12373; D350 printed 1956-01-06
L12374; D350<=D174 FALSE
L12375; D553 == D220 FALSE
L12376; D553>D265 TRUE
L12377; D553 month=11
L12378; D553 days_this_month=30
L12379;D255 added -4 months 1905-04-16
L12380;D255 -= 8 1905-04-08
L12381; D255 month_name=april
L12382; D255 day=8
L12383; D255 week_day=6
L12384; D255 days_this_month=30
L12385;D182 added 0 years 2092-07-02
L12386; D182-D197 = 65145
L12387;D3 ++ 2010-03-29
L12388;D3 added 0 years 2011-03-29
L12389; D3 week_day=2
L12390; D3<=D488 TRUE
L12391;D231 added 0 months 2365-02-09
L12392;D19 added 0 months 1981-03-25
L12393; D222-D164 = -53829
L12394; D222 year=2128
L12395; D222 mod_julian_day=98507
L12396; D222<=D242 FALSE
L12397;D351 += 4 2040-11-03
L12398;D351 added 0 years 2041-11-03
L12399; D351>D482 FALSE
L12400; D533 year=1980
L12401;D140 ++ 1941-06-11
L12402; D140 week_day=3
L12403; D140 days_this_month=30
L12404; D140 month_name=june
L12405; D140 week_day_name=wednesday
L12406;D391 added 0 months 2055-01-25
L12407;D154 added 0 years 2391-06-04
L12408; D154 days_this_month=30
L12409; D154 month_name=june
L12410; D154<=D360 FALSE
L12411; D154 != D395 TRUE
L12412;D535 added 0 years 1920-12-03
L12413; D535 mod_julian_day=22661
L12414;D341 += 8 2250-07-08
L12415;D341 added -1 years 2249-07-08
L12416; D341 printed 2249-07-08
L12417; D341 week_day_name=sunday
L12418;D408 ++ 2138-03-26
L12419; D408 day=26
L12420; D408<D551 FALSE
L12421; D408 week_day_name=wednesday
L12422;D254 added -2 months 2147-08-09
L12423; D254<D252 TRUE
L12424; D254 week_day=3
L12425; D254 month=8
L12426; D193 printed 2040-09-01
L12427; D193 year=2040
L12428; D193 week_day=6
L12429;D587 added -10 months 2132-10-28
L12430; D587<D160 FALSE
L12431; D587 days_this_month=31
L12432;D467=D583 2399-12-17
L12433; D467>D464 TRUE
L12434; D467>=D57 TRUE
L12435; D467 == D578 FALSE
L12436;D312 -= 10 2136-11-11
L12437;D312 += 7 2136-11-18
L12438; D161 week_day_name=tuesday
L12439; D161 printed 2313-11-18
L12440; D161>=D25 TRUE
L12441; D161 month_name=november
L12442;D478 added -5 months 2184-06-02
L12443; D478 != D411 TRUE
L12444; D478 mod_julian_day=118902
L12445;D494 ++ 2182-10-19
L12446;D494 added 0 months 2182-11-19
L12447;D499 -- 2280-11-28
L12448;D499 -= -3 2280-12-01
L12449; D499 days_this_month=31
L12450; D499>=D265 TRUE
L12451; D499<=D522 FALSE
L12452; D499 != D454 TRUE
L12453;D291 added 0 years 2226-12-28
L12454;D291 -- 2226-12-27
L12455; D291 days_this_month=31
L12456; D291 month=12
L12457; D291 week_day=3
L12458; D291 year=2226
L12459;D423 += -7 1973-02-24
L12460; D423>=D212 FALSE
L12461; D423 week_day_name=saturday
L12462;D199 ++ 2119-02-24
L12463; D305<=D585 FALSE
L12464; D305 year=2194
L12465; D305 week_day_name=friday
L12466; D305 == D411 FALSE
L12467;D396 -- 2089-12-12
L12468; D396 day=12
L12469;D242 += -7 2092-03-28
L12470; D242 days_this_month=31
L12471; D242 day=28
L12472; D242>D465 TRUE
L12473; D565 week_day_name=saturday
L12474; D565<D216 FALSE
L12475; D565 days_this_month=30
L12476; D565 == D418 FALSE
L12477; D247 week_day=1
L12478; D247 printed 2096-01-02
L12479; D498 year=2025
L12480; D498-D237 = -21767
L12481;D318 -= 8 2157-03-27
L12482;D318 += 3 2157-03-30
L12483; D318>D449 FALSE
L12484; D318 week_day=3
L12485; D318 == D499 FALSE
L12486;D478 ++ 2184-06-03
L12487;D478 added 0 months 2184-07-03
L12488; D478 == D206 FALSE
L12489; D478<=D204 TRUE
L12490; D478>=D292 TRUE
L12491;D149 added 10 years 2333-10-06
L12492; D149 day=6
L12493; D149 == D164 FALSE
L12494;D24 -= 3 2001-11-24
L12495;D24=D246 2170-08-07
L12496; D24 day=7
L12497; D24 mod_julian_day=113854
L12498; D24 year=2170
L12499;D574 ++ 2109-11-02
L12500;D574 added 8 months 2110-07-02
L12501;D178 added 0 years 2345-08-03
L12502;D178 -- 2345-08-02
L12503; D178 day=2
L12504; D178 days_this_month=31
L12505; D178 week_day=4
L12506;D35 added 2 years 2099-07-02
L12507;D35 += 5 2099-07-07
L12508; D35<D50 TRUE
L12509; D35>=D6 TRUE
L12510; D35 mod_julian_day=87891
L12511; D35>D215 TRUE
L12512; D456>D477 FALSE
L12513; D456<D517 FALSE
L12514; D456 == D280 FALSE
L12515; D456>=D100 FALSE
L12516;D197 added 7 years 1921-02-22
L12517; D197 year=1921
L12518; D197 == D356 FALSE
L12519; D197<=D188 TRUE
L12520; D197 mod_julian_day=22742
L12521;D572 += -2 2040-09-28
L12522; D572 year=2040
L12523; D572 month_name=september
L12524;D16 -- 1969-04-06
L12525; D16 year=1969
L12526; D16 == D130 FALSE
L12527; D16 week_day_name=sunday
L12528;D208=D364 2132-10-01
L12529;D208 added 7 years 2139-10-01
L12530; D208<D250 FALSE
L12531;D374 ++ 2256-11-02
L12532;D374 -- 2256-11-01
L12533; D374 == D151 FALSE
L12534; D374-D183 = 14382
L12535; D374 month=11
L12536; D374<=D30 FALSE
L12537; D440>D223 FALSE
L12538; D440 month_name=march
L12539;D134 -= -1 1993-03-11
L12540;D134 added 0 years 1994-03-11
L12541;D599 -- 2082-09-06
L12542;D599 added 4 months 2083-01-06
L12543; D599 days_this_month=31
L12544; D599 printed 2083-01-06
L12545;D228 += 3 2220-11-10
L12546; D228 day=10
L12547; D228 printed 2220-11-10
L12548; D228>D532 TRUE
L12549; D228<=D81 TRUE
L12550;D51 -= -8 2328-08-25
L12551; D51<D283 TRUE
L12552; D187<=D46 FALSE
L12553; D187-D33 = -89745
L12554; D187 days_this_month=29
L12555; D187 == D175 FALSE
L12556;D151 added 0 years 1969-02-27
L12557;D151=D189 2340-10-31
L12558; D151 week_day=4
L12559; D151 != D326 TRUE
L12560; D151 days_this_month=31
L12561; D151<=D247 FALSE
L12562;D556 += 4 2387-12-16
L12563;D581 added 0 years 1939-06-17
L12564;D581 added 0 months 1939-07-17
L12565; D581 == D334 FALSE
L12566; D581<=D352 TRUE
L12567;D470 added -5 years 2257-08-17
L12568;D470 ++ 2257-08-18
L12569; D470<=D550 TRUE
L12570; D470 month_name=august
L12571; D297 printed 2136-02-29
L12572; D297<=D171 FALSE
L12573; D297>=D495 FALSE
L12574; D297 days_this_month=29
L12575;D364 ++ 2132-10-02
L12576;D364 -= -6 2132-10-08
L12577; D364 week_day=3
L12578; D364 month=10
L12579; D262 month_name=september
L12580; D262 day=7
L12581;D105 added 0 years 2337-03-06
L12582; D378>=D240 FALSE
L12583; D266<D577 FALSE
L12584; D348 days_this_month=28
L12585; D348 year=2133
L12586; D348<=D520 TRUE
L12587; D348 week_day_name=sunday
L12588;D105 -- 2337-03-05
L12589;D105 += 7 2337-03-12
L12590; D105>D595 FALSE
L12591; D105 days_this_month=31
L12592; D105 != D466 TRUE
L12593; D105<=D64 FALSE
L12594;D307 added -1 months 2248-06-27
L12595; D307 != D210 TRUE
L12596;D574 added -3 years 2107-07-02
L12597; D574 month=7
L12598; D574>D295 TRUE
L12599; D574>=D47 TRUE
L12600;D284 added -8 months 2068-01-03
L12601;D284 added 7 years 2075-01-03
L12602; D284 year=2075
L12603; D502 == D153 FALSE
L12604; D502<=D185 FALSE
L12605; D502 week_day_name=friday
L12606;D455 added 0 years 2099-04-03
L12607; D462-D66 = -15015
L12608; D462 mod_julian_day=99438
L12609;D101 added 0 years 2291-11-29
L12610;D101 += -9 2291-11-20
L12611; D101>=D501 FALSE
L12612; D101<D592 FALSE
L12613; D180 week_day_name=saturday
L12614; D180<D378 FALSE
L12615; D583 day=17
L12616; D583<D220 FALSE
L12617; D583<=D292 FALSE
L12618;D389 added 0 months 2399-10-30
L12619; D389<D217 FALSE
L12620; D389<=D28 FALSE
L12621; D389>=D164 TRUE
L12622; D389 printed 2399-10-30
L12623; D474 printed 2182-04-28
L12624; D474 week_day_name=sunday
L12625; D269<D242 FALSE
L12626;D344 added 2 months 2276-03-19
L12627;D570=D333 2030-04-16
L12628;D570 added -6 years 2024-04-16
L12629; D181>=D58 FALSE
L12630; D181 days_this_month=30
L12631;D475 -= -2 2181-03-21
L12632;D475 -- 2181-03-20
L12633; D475 days_this_month=31
L12634; D475 year=2181
L12635; D475 month=3
L12636; D475 day=20
L12637; D533 printed 1980-06-26
L12638;D365 -- 2251-07-01
L12639;D365 added 0 months 2251-08-01
L12640; D365>D357 TRUE
L12641; D365 days_this_month=31
L12642;D107 added 0 years 2348-04-22
L12643;D107 added 9 years 2357-04-22
L12644; D107 week_day=1
L12645; D107>=D340 TRUE
L12646; D107<D185 FALSE
L12647;D587 -- 2132-10-27
L12648;D587 added 2 years 2134-10-27
L12649; D587 printed 2134-10-27
L12650; D587>D293 TRUE
L12651; D277 month=9
L12652; D277>D76 FALSE
L12653;D397 ++ 2068-06-03
L12654; D397 != D267 TRUE
L12655;D51=D245 2317-06-10
L12656; D51<D19 FALSE
L12657; D51 month_name=june
L12658; D51-D366 = -11934
L12659; D51 week_day_name=sunday
L12660;D596 -- 2043-01-18
L12661; D596 week_day=7
L12662; D596<D380 TRUE
L12663; D596 printed 2043-01-18
L12664; D596 days_this_month=31
L12665; D378 days_this_month=28
L12666; D378 != D47 TRUE
L12667; D397 days_this_month=30
L12668; D474 week_day_name=sunday
L12669; D474<D269 TRUE
L12670; D474 days_this_month=30
L12671; D474 month_name=april
L12672;D211 += 1 2107-11-02
L12673;D451 -= 8 2076-03-27
L12674;D356=D223 2242-03-13
L12675; D356 week_day=7
L12676; D356 day=13
L12677; D356 month_name=march
L12678; D356 mod_julian_day=140004
L12679;D298 added 0 months 2369-03-18
L12680; D298 mod_julian_day=186395
L12681; D298>D415 TRUE
L12682; D298<=D47 FALSE
L12683; D298>=D112 TRUE
L12684;D236 added 2 years 2332-08-19
L12685;D236 added -10 months 2331-10-19
L12686;D371 -- 2169-01-29
L12687;D371 added 6 months 2169-07-28
L12688; D371 == D10 FALSE
L12689;D381 -- 2043-05-02
L12690;D381 added -4 months 2043-01-02
L12691; D381<=D576 TRUE
L12692; D381<D231 TRUE
L12693; D381 == D122 FALSE
L12694;D29 ++ 2030-01-29
L12695;D29=D177 2182-10-19
L12696; D29 week_day_name=saturday
L12697; D29<D452 FALSE
L12698; D29-D47 = 34442
L12699; D29 days_this_month=31
L12700; D175 week_day_name=wednesday
L12701; D175<=D192 FALSE
L12702; D175 mod_julian_day=130613
L12703; D175 month=6
L12704;D566 += 5 2328-05-27
L12705;D566=D225 2393-04-07
L12706;D447 -= -6 1958-03-09
L12707;D447=D309 2259-04-20
L12708; D447 mod_julian_day=146251
L12709; D491 month_name=november
L12710;D499 added 3 months 2281-03-01
L12711; D499>D68 TRUE
L12712;D359 ++ 1935-06-22
L12713;D359 added 0 months 1935-07-22
L12714; D359 year=1935
L12715; D359 day=22
L12716; D327 year=2128
L12717; D327 month_name=may
L12718; D327 != D96 TRUE
L12719; D327 day=25
L12720; D54 == D30 FALSE
L12721; D54>=D333 TRUE
L12722;D40 ++ 2270-01-08
L12723; D40 month=1
L12724; D40>D361 TRUE
L12725; D40>=D571 TRUE
L12726; D40 mod_julian_day=150167
L12727;D250 -- 2040-04-30
L12728; D250 month_name=april
L12729; D250 == D59 FALSE
L12730;D86 -- 2258-07-29
L12731;D86 added 0 years 2258-07-29
L12732; D86-D294 = 51286
L12733; D86 printed 2258-07-29
L12734; D86 month_name=july
L12735; D86 == D188 FALSE
L12736;D549 added -8 months 2291-03-29
L12737;D549 += 5 2291-04-03
L12738; D549>=D54 TRUE
L12739; D549-D399 = 50401
L12740; D549 != D384 TRUE
L12741; D549 printed 2291-04-03
L12742;D172 added -10 months 2196-01-02
L12743; D172 days_this_month=31
L12744; D172>D96 TRUE
L12745;D578=D65 2164-12-25
L12746;D578 -- 2164-12-24
L12747; D578 mod_julian_day=111802
L12748; D578<D530 FALSE
L12749; D578 printed 2164-12-24
L12750; D42 printed 2074-02-28
L12751; D42 week_day_name=wednesday
L12752;D99 -= -3 2320-03-02
L12753;D99 ++ 2320-03-03
L12754; D99 week_day=3
L12755; D99 != D340 TRUE
L12756; D99 day=3
