L1;D set_k_time 1906167765
L34424; D429 days_this_month=30
L34425; D429 == D353 FALSE
L34426; D429 month=6
L34427;D266 added 2 years 2068-01-07
L34428;D266 added 0 years 2069-01-07
L34429;D181 added -9 months 2032-12-01
L34430; D181-D14 = -46644
L34431; D181<=D332 TRUE
L34432; D181 mod_julian_day=63580
L34433;D370 -= -8 1935-05-12
L34434;D370 += 0 1935-05-12
L34435; D370 month_name=may
L34436; D370-D494 = -30935
L34437; D177<D58 FALSE
L34438; D177-D188 = -5877
L34439; D177 printed 2181-02-14
L34440; D177 month_name=february
L34441;D64 added -4 years 2153-04-25
L34442; D64 month=4
L34443; D64 mod_julian_day=107555
L34444; D64 month_name=april
L34445;D235 added 0 years 2046-03-19
L34446; D235<=D139 FALSE
L34447; D223 == D305 FALSE
L34448; D223 week_day_name=sunday
L34449;D83 -- 1994-11-09
L34450; D83 mod_julian_day=49665
L34451;D78 -= 8 1985-06-14
L34452;D228=D78 1985-06-27
L34453; D78>=D265 FALSE
L34454; D78 mod_julian_day=46243
L34455; D405 mod_julian_day=41165
L34456; D405<=D316 TRUE
L34457; D405 == D108 FALSE
L34458; D405 week_day_name=monday
L34459; D410 mod_julian_day=98173
L34460;D498 ++ 2139-11-09
L34461;D498 added 0 years 2140-11-09
L34462; D498 week_day_name=wednesday
L34463; D498 days_this_month=30
L34464;D204 added 0 months 1995-03-07
L34465;D393 -= -5 2002-02-26
L34466;D393 added -2 months 2001-12-26
L34467; D393<D186 TRUE
L34468; D393>D330 FALSE
L34469; D393 mod_julian_day=52282
L34470; D393 printed 2001-12-26
L34471;D280 -- 1974-11-06
L34472; D280 month_name=november
L34473; D280 week_day=3
L34474;D146 ++ 2187-02-19
L34475; D146 printed 2187-02-19
L34476;D145 added 0 months 1935-09-10
L34477; D145<=D342 TRUE
L34478; D145 != D311 TRUE
L34479;D409 added 0 months 2190-02-16
L34480;D409 += -10 2190-02-06
L34481; D409 year=2190
L34482; D409 mod_julian_day=120977
L34483; D409 month_name=february
L34484;D262 added 0 months 2005-02-18
L34485;D262 -= 1 2005-02-17
L34486;D343 -= 0 1995-04-07
L34487;D343 += 7 1995-04-14
L34488; D343 month_name=april
L34489; D343 week_day=4
L34490; D402 year=1993
L34491; D402 printed 1993-10-30
L34492; D126 printed 2436-06-16
L34493; D126 day=16
L34494; D126 week_day=1
L34495; D126>D165 TRUE
L34496;D195 added 0 years 2031-06-08
L34497;D195 added 0 months 2031-07-08
L34498;D307 added 0 months 2091-09-19
L34499; D307 printed 2091-09-19
L34500; D307 month_name=september
L34501; D307 week_day=2
L34502; D386 month_name=december
L34503; D386 days_this_month=31
L34504; D386-D28 = 901
L34505;D463=D326 2397-03-24
L34506;D326 added 1 years 2398-03-24
L34507; D326 week_day=2
L34508; D326 mod_julian_day=196993
L34509; D326 month_name=march
L34510; D308 month_name=october
L34511; D308 month=10
L34512;D434=D320 2186-10-17
L34513; D172 month=12
L34514; D166 week_day=5
L34515; D166 week_day_name=friday
L34516; D166 mod_julian_day=163004
L34517; D166-D476 = 95774
L34518;D156 added 0 years 2105-05-24
L34519;D156 added 2 months 2105-07-24
L34520;D184 added -4 years 2013-05-01
L34521; D184 day=1
L34522; D184 == D441 FALSE
L34523; D184-D3 = 7125
L34524; D184 mod_julian_day=56413
L34525;D92 added -9 years 1970-03-07
L34526; D92 week_day=6
L34527; D92 days_this_month=31
L34528; D92<D431 TRUE
L34529; D92 != D217 TRUE
L34530;D316 -- 2173-01-13
L34531;D320 += -9 2186-09-24
L34532;D69=D320 2186-09-24
L34533; D320 week_day_name=sunday
L34534;D301 added 3 years 1993-12-07
L34535; D301 week_day_name=tuesday
L34536;D284=D209 2000-06-09
L34537;D209 added 0 years 2001-05-27
L34538;D412=D207 2156-07-29
L34539; D207 mod_julian_day=108746
L34540; D207<=D275 FALSE
L34541; D207 month_name=august
L34542;D249 added 1 months 2445-11-18
L34543;D249 -= 10 2445-11-08
L34544; D249 year=2445
L34545; D249<=D174 FALSE
L34546; D249 week_day_name=friday
L34547;D312 added 7 years 2037-11-21
L34548; D312 month=11
L34549; D312 != D244 TRUE
L34550; D312 mod_julian_day=65396
L34551; D312-D316 = -49348
L34552;D324 ++ 2062-07-31
L34553;D324 added 0 months 2062-08-31
L34554; D324 month_name=august
L34555;D218 added 0 months 2050-02-20
L34556;D404 ++ 2018-03-21
L34557;D404 -= 1 2018-03-20
L34558; D404 mod_julian_day=58210
L34559; D404<D287 FALSE
L34560;D66 added 0 months 2028-12-28
L34561;D66 += -8 2028-12-20
L34562; D66 week_day=2
L34563;D9=D346 2446-10-17
L34564; D346 month=10
L34565; D346 mod_julian_day=214748
L34566; D321-D255 = -101627
L34567;D472 -= -9 2203-04-10
L34568;D171=D326 2398-03-08
L34569; D326<D328 FALSE
L34570; D326 month=3
L34571; D326 mod_julian_day=196993
L34572; D326>=D390 TRUE
L34573; D358-D122 = -64013
L34574;D105 added 0 years 2020-04-27
L34575;D105 -- 2020-04-26
L34576; D105 day=26
L34577; D105 year=2020
L34578; D105 printed 2020-04-26
L34579; D105-D189 = -63925
L34580;D302 -= 8 2039-08-27
L34581;D302 ++ 2039-08-28
L34582; D302 week_day_name=saturday
L34583; D302<=D20 TRUE
L34584; D302 mod_julian_day=66041
L34585;D399=D170 2279-01-31
L34586;D170 added 0 years 2280-01-31
L34587; D72>=D318 FALSE
L34588; D72 printed 2000-08-23
L34589; D72 week_day_name=tuesday
L34590; D72 days_this_month=31
L34591;D352 -- 1934-03-26
L34592;D352 -= 10 1934-03-16
L34593; D352>D474 FALSE
L34594; D352 printed 1934-03-16
L34595;D322 added 8 months 2012-03-03
L34596;D322 -= 8 2012-02-24
L34597; D322 day=24
L34598; D322 week_day=5
L34599;D259 added 4 months 1985-01-11
L34600; D259<D74 FALSE
L34601; D259 mod_julian_day=46076
L34602;D426 added 0 months 2002-10-06
L34603; D426>D152 FALSE
L34604; D426 month_name=october
L34605;D249 added 0 years 2446-11-08
L34606;D249 added -7 years 2439-11-08
L34607; D249 month=11
L34608; D394 month_name=december
L34609; D394 mod_julian_day=110340
L34610;D475 += 9 1972-04-23
L34611;D475 added 0 years 1973-04-23
L34612; D475 printed 1973-04-23
L34613; D475 mod_julian_day=41808
L34614; D475 month=4
L34615; D475 week_day_name=sunday
L34616;D205 -= -9 1904-08-11
L34617;D205 added 0 months 1904-09-11
L34618; D205 printed 1904-09-11
L34619; D205 week_day_name=sunday
L34620; D205 mod_julian_day=16734
L34621; D205 printed 1904-09-11
L34622;D251 added 0 months 1980-02-05
L34623;D251 -- 1980-02-04
L34624;D397 -- 2188-08-13
L34625;D292 added 9 years 2038-06-18
L34626;D292 ++ 2038-06-19
L34627; D292 mod_julian_day=65593
L34628; D292 == D300 FALSE
L34629; D292>D387 TRUE
L34630; D292<=D262 FALSE
L34631;D193 ++ 2460-06-28
L34632; D193 printed 2460-06-28
L34633; D193<D37 FALSE
L34634;D294 added 0 months 2010-08-03
L34635;D294 added -3 months 2010-05-03
L34636; D294-D175 = -4577
L34637; D294 printed 2010-05-03
L34638;D233 -= -6 2026-08-25
L34639; D233>D428 FALSE
L34640;D114 added 0 months 2157-12-02
L34641;D114 += -10 2157-11-22
L34642; D114>=D142 TRUE
L34643; D114 week_day_name=tuesday
L34644; D114 month_name=november
L34645; D317 week_day_name=wednesday
L34646; D317<=D450 FALSE
L34647; D317-D381 = -110301
L34648; D317 days_this_month=30
L34649;D0 deleted 1901-03-20
L34650;D1 deleted 2215-05-10
L34651;D2 deleted 1991-10-15
L34652;D3 deleted 1993-10-15
L34653;D4 deleted 2082-04-21
L34654;D5 deleted 1950-12-24
L34655;D6 deleted 2042-08-22
L34656;D7 deleted 2192-03-15
L34657;D8 deleted 2035-11-24
L34658;D9 deleted 2446-10-17
L34659;D10 deleted 1987-03-17
L34660;D11 deleted 1978-12-10
L34661;D12 deleted 1988-11-04
L34662;D13 deleted 1982-01-15
L34663;D14 deleted 2160-08-15
L34664;D15 deleted 2409-10-30
L34665;D16 deleted 2149-06-14
L34666;D17 deleted 1979-11-28
L34667;D18 deleted 2036-10-07
L34668;D19 deleted 2463-05-27
L34669;D20 deleted 2042-04-22
L34670;D21 deleted 2016-11-29
L34671;D22 deleted 2484-06-21
L34672;D23 deleted 2069-07-20
L34673;D24 deleted 2268-01-12
L34674;D25 deleted 1947-11-19
L34675;D26 deleted 1993-11-28
L34676;D27 deleted 2152-03-10
L34677;D28 deleted 2014-07-06
L34678;D29 deleted 1983-10-17
L34679;D30 deleted 2030-06-05
L34680;D31 deleted 1983-10-02
L34681;D32 deleted 2036-02-11
L34682;D33 deleted 2132-07-02
L34683;D34 deleted 1942-11-25
L34684;D35 deleted 2050-12-02
L34685;D36 deleted 2019-04-14
L34686;D37 deleted 2199-02-05
L34687;D38 deleted 2007-06-16
L34688;D39 deleted 1985-10-02
L34689;D40 deleted 2497-01-09
L34690;D41 deleted 2156-06-27
L34691;D42 deleted 2040-10-08
L34692;D43 deleted 2411-09-03
L34693;D44 deleted 2121-07-07
L34694;D45 deleted 2001-12-20
L34695;D46 deleted 2455-06-23
L34696;D47 deleted 2403-03-22
L34697;D48 deleted 2000-10-12
L34698;D49 deleted 2399-03-17
L34699;D50 deleted 2144-05-31
L34700;D51 deleted 1947-11-07
L34701;D52 deleted 1978-12-14
L34702;D53 deleted 1983-10-17
L34703;D54 deleted 2012-11-02
L34704;D55 deleted 1999-05-14
L34705;D56 deleted 1979-09-14
L34706;D57 deleted 2190-10-23
L34707;D58 deleted 2032-08-28
L34708;D59 deleted 2013-05-01
L34709;D60 deleted 2013-12-25
L34710;D61 deleted 1996-07-27
L34711;D62 deleted 1991-09-24
L34712;D63 deleted 2021-09-02
L34713;D64 deleted 2153-04-25
L34714;D65 deleted 1993-06-21
L34715;D66 deleted 2028-12-20
L34716;D67 deleted 2000-04-06
L34717;D68 deleted 2467-03-08
L34718;D69 deleted 2186-09-24
L34719;D70 deleted 2446-09-28
L34720;D71 deleted 1927-01-28
L34721;D72 deleted 2000-08-23
L34722;D73 deleted 1982-06-03
L34723;D74 deleted 1885-08-27
L34724;D75 deleted 2186-06-29
L34725;D76 deleted 2192-02-02
L34726;D77 deleted 2480-10-04
L34727;D78 deleted 1985-06-14
L34728;D79 deleted 2444-04-25
L34729;D80 deleted 1983-04-17
L34730;D81 deleted 2122-09-20
L34731;D82 deleted 2003-11-09
L34732;D83 deleted 1994-11-09
L34733;D84 deleted 2042-03-05
L34734;D85 deleted 2164-08-02
L34735;D86 deleted 2437-04-02
L34736;D87 deleted 2025-04-09
L34737;D88 deleted 1970-01-15
L34738;D89 deleted 1998-08-23
L34739;D90 deleted 2092-04-25
L34740;D91 deleted 2162-07-03
L34741;D92 deleted 1970-03-07
L34742;D93 deleted 1999-04-27
L34743;D94 deleted 2444-05-05
L34744;D95 deleted 1993-09-09
L34745;D96 deleted 2474-08-21
L34746;D97 deleted 2019-06-04
L34747;D98 deleted 1986-03-22
L34748;D99 deleted 2026-12-23
L34749;D100 deleted 2039-03-11
L34750;D101 deleted 1974-10-16
L34751;D102 deleted 1999-04-26
L34752;D103 deleted 2047-07-19
L34753;D104 deleted 1996-03-19
L34754;D105 deleted 2020-04-26
L34755;D106 deleted 2030-03-14
L34756;D107 deleted 1966-10-09
L34757;D108 deleted 1942-03-06
L34758;D109 deleted 2022-01-11
L34759;D110 deleted 1904-08-10
L34760;D111 deleted 2137-12-31
L34761;D112 deleted 1985-07-08
L34762;D113 deleted 1994-04-22
L34763;D114 deleted 2157-11-22
L34764;D115 deleted 1969-01-01
L34765;D116 deleted 2131-08-11
L34766;D117 deleted 2039-05-17
L34767;D118 deleted 2177-09-07
L34768;D119 deleted 2068-01-15
L34769;D120 deleted 2014-11-10
L34770;D121 deleted 2324-06-13
L34771;D122 deleted 2137-02-27
L34772;D123 deleted 2139-09-16
L34773;D124 deleted 1981-05-11
L34774;D125 deleted 2204-05-29
L34775;D126 deleted 2436-06-16
L34776;D127 deleted 2178-10-21
L34777;D128 deleted 1997-06-15
L34778;D129 deleted 1976-11-03
L34779;D130 deleted 1981-05-08
L34780;D131 deleted 2313-08-09
L34781;D132 deleted 1935-08-10
L34782;D133 deleted 2412-10-05
L34783;D134 deleted 1992-05-13
L34784;D135 deleted 2417-02-26
L34785;D136 deleted 2418-06-21
L34786;D137 deleted 2450-11-05
L34787;D138 deleted 2139-08-08
L34788;D139 deleted 1942-01-19
L34789;D140 deleted 2468-05-20
L34790;D141 deleted 1942-11-12
L34791;D142 deleted 2018-09-07
L34792;D143 deleted 1931-06-10
L34793;D144 deleted 2090-07-03
L34794;D145 deleted 1935-09-10
L34795;D146 deleted 2187-02-19
L34796;D147 deleted 1968-12-28
L34797;D148 deleted 1999-09-08
L34798;D149 deleted 2000-05-25
L34799;D150 deleted 1975-02-02
L34800;D151 deleted 1981-08-07
L34801;D152 deleted 2459-09-17
L34802;D153 deleted 2118-04-23
L34803;D154 deleted 2073-12-06
L34804;D155 deleted 2009-07-31
L34805;D156 deleted 2105-07-24
L34806;D157 deleted 1977-12-26
L34807;D158 deleted 2032-03-04
L34808;D159 deleted 1936-10-27
L34809;D160 deleted 2030-03-03
L34810;D161 deleted 2197-02-20
L34811;D162 deleted 1985-11-24
L34812;D163 deleted 2005-01-12
L34813;D164 deleted 1942-12-08
L34814;D165 deleted 2215-05-05
L34815;D166 deleted 2305-02-15
L34816;D167 deleted 1991-10-07
L34817;D168 deleted 2040-08-08
L34818;D169 deleted 2441-02-23
L34819;D170 deleted 2280-01-31
L34820;D171 deleted 2398-03-08
L34821;D172 deleted 2470-12-23
L34822;D173 deleted 2000-05-07
L34823;D174 deleted 1971-08-02
L34824;D175 deleted 2022-10-31
L34825;D176 deleted 2067-05-26
L34826;D177 deleted 2181-02-14
L34827;D178 deleted 2334-09-30
L34828;D179 deleted 2459-06-19
L34829;D180 deleted 2049-11-20
L34830;D181 deleted 2032-12-01
L34831;D182 deleted 2034-06-21
L34832;D183 deleted 1993-09-19
L34833;D184 deleted 2013-05-01
L34834;D185 deleted 1994-04-09
L34835;D186 deleted 2333-11-20
L34836;D187 deleted 1981-06-08
L34837;D188 deleted 2197-04-02
L34838;D189 deleted 2195-05-04
L34839;D190 deleted 2129-12-04
L34840;D191 deleted 2064-09-11
L34841;D192 deleted 2445-12-18
L34842;D193 deleted 2460-06-28
L34843;D194 deleted 2318-01-01
L34844;D195 deleted 2031-07-08
L34845;D196 deleted 1978-01-27
L34846;D197 deleted 2177-01-11
L34847;D198 deleted 2001-06-01
L34848;D199 deleted 2420-07-18
L34849;D200 deleted 2046-04-27
L34850;D201 deleted 1985-10-08
L34851;D202 deleted 2461-11-05
L34852;D203 deleted 1996-01-06
L34853;D204 deleted 1995-03-07
L34854;D205 deleted 1904-09-11
L34855;D206 deleted 1993-05-15
L34856;D207 deleted 2156-08-12
L34857;D208 deleted 1985-10-30
L34858;D209 deleted 2001-05-27
L34859;D210 deleted 2013-03-22
L34860;D211 deleted 2154-08-22
L34861;D212 deleted 1981-06-02
L34862;D213 deleted 2024-04-09
L34863;D214 deleted 1981-07-16
L34864;D215 deleted 2474-12-11
L34865;D216 deleted 1980-01-05
L34866;D217 deleted 2479-01-05
L34867;D218 deleted 2050-02-20
L34868;D219 deleted 2151-04-12
L34869;D220 deleted 2472-05-30
L34870;D221 deleted 2439-05-29
L34871;D222 deleted 1998-07-15
L34872;D223 deleted 2460-04-23
L34873;D224 deleted 2367-04-06
L34874;D225 deleted 2039-05-10
L34875;D226 deleted 2449-03-23
L34876;D227 deleted 2456-08-04
L34877;D228 deleted 1985-06-27
L34878;D229 deleted 2003-02-27
L34879;D230 deleted 1974-10-24
L34880;D231 deleted 1993-05-15
L34881;D232 deleted 2045-09-21
L34882;D233 deleted 2026-08-25
L34883;D234 deleted 2053-08-22
L34884;D235 deleted 2046-03-19
L34885;D236 deleted 2176-07-21
L34886;D237 deleted 2012-06-20
L34887;D238 deleted 2018-02-05
L34888;D239 deleted 1999-04-03
L34889;D240 deleted 1968-12-17
L34890;D241 deleted 2012-04-28
L34891;D242 deleted 2280-01-25
L34892;D243 deleted 2334-04-03
L34893;D244 deleted 1992-04-06
L34894;D245 deleted 1981-07-16
L34895;D246 deleted 2328-06-19
L34896;D247 deleted 2138-01-18
L34897;D248 deleted 2151-02-26
L34898;D249 deleted 2439-11-08
L34899;D250 deleted 2029-06-05
L34900;D251 deleted 1980-02-04
L34901;D252 deleted 1977-12-25
L34902;D253 deleted 2054-11-15
L34903;D254 deleted 1940-11-14
L34904;D255 deleted 2441-10-15
L34905;D256 deleted 2015-04-17
L34906;D257 deleted 1996-10-22
L34907;D258 deleted 2056-11-09
L34908;D259 deleted 1985-01-11
L34909;D260 deleted 2020-10-07
L34910;D261 deleted 1935-09-06
L34911;D262 deleted 2005-02-17
L34912;D263 deleted 1981-01-15
L34913;D264 deleted 2009-05-03
L34914;D265 deleted 2033-11-20
L34915;D266 deleted 2069-01-07
L34916;D267 deleted 2021-09-15
L34917;D268 deleted 2005-04-09
L34918;D269 deleted 1965-10-12
L34919;D270 deleted 2468-05-12
L34920;D271 deleted 2217-12-21
L34921;D272 deleted 2043-04-11
L34922;D273 deleted 2058-08-23
L34923;D274 deleted 1956-11-26
L34924;D275 deleted 1941-10-18
L34925;D276 deleted 1886-04-10
L34926;D277 deleted 1933-07-05
L34927;D278 deleted 1935-06-02
L34928;D279 deleted 1988-05-20
L34929;D280 deleted 1974-11-06
L34930;D281 deleted 1976-05-24
L34931;D282 deleted 1943-07-30
L34932;D283 deleted 2431-09-22
L34933;D284 deleted 2000-06-09
L34934;D285 deleted 1956-07-06
L34935;D286 deleted 2103-06-24
L34936;D287 deleted 1994-04-18
L34937;D288 deleted 1980-01-27
L34938;D289 deleted 1982-05-23
L34939;D290 deleted 2399-02-25
L34940;D291 deleted 2517-10-22
L34941;D292 deleted 2038-06-19
L34942;D293 deleted 2042-09-23
L34943;D294 deleted 2010-05-03
L34944;D295 deleted 1935-05-17
L34945;D296 deleted 1979-12-22
L34946;D297 deleted 2432-11-30
L34947;D298 deleted 1997-05-16
L34948;D299 deleted 1974-09-01
L34949;D300 deleted 2150-11-27
L34950;D301 deleted 1993-12-07
L34951;D302 deleted 2039-08-28
L34952;D303 deleted 2043-11-11
L34953;D304 deleted 1974-09-15
L34954;D305 deleted 2130-03-05
L34955;D306 deleted 2125-09-02
L34956;D307 deleted 2091-09-19
L34957;D308 deleted 2152-10-26
L34958;D309 deleted 2456-05-17
L34959;D310 deleted 2027-05-26
L34960;D311 deleted 2128-04-28
L34961;D312 deleted 2037-11-21
L34962;D313 deleted 1992-04-02
L34963;D314 deleted 1984-10-27
L34964;D315 deleted 1980-09-10
L34965;D316 deleted 2173-01-13
L34966;D317 deleted 2154-06-12
L34967;D318 deleted 2459-07-06
L34968;D319 deleted 2012-07-16
L34969;D320 deleted 2186-09-24
L34970;D321 deleted 2163-07-04
L34971;D322 deleted 2012-02-24
L34972;D323 deleted 2051-10-19
L34973;D324 deleted 2062-08-31
L34974;D325 deleted 2211-08-20
L34975;D326 deleted 2398-03-24
L34976;D327 deleted 2000-08-23
L34977;D328 deleted 2050-03-21
L34978;D329 deleted 2050-03-08
L34979;D330 deleted 2189-08-27
L34980;D331 deleted 2280-02-26
L34981;D332 deleted 2148-12-19
L34982;D333 deleted 2147-12-03
L34983;D334 deleted 1973-12-15
L34984;D335 deleted 2091-04-22
L34985;D336 deleted 1969-04-03
L34986;D337 deleted 1928-01-17
L34987;D338 deleted 1988-10-22
L34988;D339 deleted 2402-12-08
L34989;D340 deleted 1977-11-18
L34990;D341 deleted 2069-04-15
L34991;D342 deleted 2187-01-02
L34992;D343 deleted 1995-04-14
L34993;D344 deleted 1986-04-27
L34994;D345 deleted 2215-12-05
L34995;D346 deleted 2446-10-17
L34996;D347 deleted 2004-03-11
L34997;D348 deleted 1980-01-26
L34998;D349 deleted 2128-04-28
L34999;D350 deleted 1977-06-07
L35000;D351 deleted 2215-02-06
L35001;D352 deleted 1934-03-16
L35002;D353 deleted 1988-07-25
L35003;D354 deleted 1989-10-08
L35004;D355 deleted 2059-02-26
L35005;D356 deleted 2413-11-04
L35006;D357 deleted 2021-02-25
L35007;D358 deleted 1961-11-24
L35008;D359 deleted 1988-11-04
L35009;D360 deleted 1900-12-13
L35010;D361 deleted 2314-12-22
L35011;D362 deleted 1942-11-12
L35012;D363 deleted 1979-12-15
L35013;D364 deleted 2097-04-04
L35014;D365 deleted 2429-11-02
L35015;D366 deleted 2022-02-19
L35016;D367 deleted 2049-07-20
L35017;D368 deleted 2045-03-22
L35018;D369 deleted 2044-03-16
L35019;D370 deleted 1935-05-12
L35020;D371 deleted 2012-08-04
L35021;D372 deleted 2002-03-02
L35022;D373 deleted 2003-12-26
L35023;D374 deleted 1987-06-04
L35024;D375 deleted 1988-09-09
L35025;D376 deleted 1969-06-17
L35026;D377 deleted 2030-02-26
L35027;D378 deleted 1985-12-22
L35028;D379 deleted 1981-06-02
L35029;D380 deleted 2136-08-01
L35030;D381 deleted 2456-06-23
L35031;D382 deleted 2154-08-22
L35032;D383 deleted 2499-11-03
L35033;D384 deleted 1973-12-22
L35034;D385 deleted 2012-08-03
L35035;D386 deleted 2016-12-23
L35036;D387 deleted 1965-09-17
L35037;D388 deleted 2003-02-22
L35038;D389 deleted 2463-04-26
L35039;D390 deleted 1975-12-16
L35040;D391 deleted 2459-02-22
L35041;D392 deleted 2029-01-07
L35042;D393 deleted 2001-12-26
L35043;D394 deleted 2160-12-23
L35044;D395 deleted 2444-05-14
L35045;D396 deleted 2215-05-10
L35046;D397 deleted 2188-08-13
L35047;D398 deleted 2324-05-28
L35048;D399 deleted 2279-01-31
L35049;D400 deleted 2159-05-16
L35050;D401 deleted 2038-07-13
L35051;D402 deleted 1993-10-30
L35052;D403 deleted 2192-02-02
L35053;D404 deleted 2018-03-20
L35054;D405 deleted 1971-08-02
L35055;D406 deleted 2187-01-04
L35056;D407 deleted 2258-04-24
L35057;D408 deleted 2124-08-13
L35058;D409 deleted 2190-02-06
L35059;D410 deleted 2127-09-01
L35060;D411 deleted 2148-06-03
L35061;D412 deleted 2156-07-29
L35062;D413 deleted 2186-02-09
L35063;D414 deleted 1938-03-30
L35064;D415 deleted 2000-06-14
L35065;D416 deleted 1978-03-10
L35066;D417 deleted 2045-02-23
L35067;D418 deleted 2014-08-06
L35068;D419 deleted 1992-08-25
L35069;D420 deleted 2290-08-17
L35070;D421 deleted 1987-08-25
L35071;D422 deleted 2222-01-04
L35072;D423 deleted 2024-05-25
L35073;D424 deleted 2045-07-05
L35074;D425 deleted 2160-05-30
L35075;D426 deleted 2002-10-06
L35076;D427 deleted 2456-02-25
L35077;D428 deleted 2040-10-03
L35078;D429 deleted 2032-06-08
L35079;D430 deleted 1978-02-26
L35080;D431 deleted 2001-08-06
L35081;D432 deleted 2021-09-15
L35082;D433 deleted 2267-01-18
L35083;D434 deleted 2186-10-17
L35084;D435 deleted 1983-04-10
L35085;D436 deleted 2121-07-07
L35086;D437 deleted 2043-04-08
L35087;D438 deleted 2045-05-18
L35088;D439 deleted 1969-10-12
L35089;D440 deleted 2069-01-01
L35090;D441 deleted 1974-11-08
L35091;D442 deleted 2040-06-21
L35092;D443 deleted 2434-07-30
L35093;D444 deleted 2004-01-26
L35094;D445 deleted 2187-01-18
